test_id,file,function,line,async,assertions,status_code_assertions,http_methods,endpoint_literals,parametrized,decorators,execution_status,execution_cases,passed_cases,execution_evidence,evidence
tests/test_api_hub_catalog_gateway.py::test_gateway_returns_commercial_insights,tests/test_api_hub_catalog_gateway.py,test_gateway_returns_commercial_insights,614,False,10,1,GET,/gateway/insights/commercial,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_api_hub_catalog_gateway.py:614
tests/test_api_hub_catalog_gateway.py::test_gateway_returns_normalized_consumer_history,tests/test_api_hub_catalog_gateway.py,test_gateway_returns_normalized_consumer_history,461,False,2,1,GET,/gateway/consumer/orders,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_api_hub_catalog_gateway.py:461
tests/test_api_hub_catalog_gateway.py::test_gateway_returns_partial_history_when_module_fails,tests/test_api_hub_catalog_gateway.py,test_gateway_returns_partial_history_when_module_fails,494,False,6,1,GET,/gateway/consumer/orders,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_api_hub_catalog_gateway.py:494
tests/test_api_hub_event_catalog.py::test_api_hub_catalog_declares_runtime_domain_events,tests/test_api_hub_event_catalog.py,test_api_hub_catalog_declares_runtime_domain_events,17,False,1,0,GET,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_api_hub_event_catalog.py:17
tests/test_apigee_api_hub_plan.py::test_apigee_api_hub_commands_include_expected_service_identity_and_roles,tests/test_apigee_api_hub_plan.py,test_apigee_api_hub_commands_include_expected_service_identity_and_roles,39,False,8,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_apigee_api_hub_plan.py:39
tests/test_apigee_api_hub_plan.py::test_apigee_api_hub_plan_uses_enabled_kms_key_from_inventory,tests/test_apigee_api_hub_plan.py,test_apigee_api_hub_plan_uses_enabled_kms_key_from_inventory,27,False,4,0,,/cryptoKeys/Software,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_apigee_api_hub_plan.py:27
tests/test_apigee_api_hub_plan.py::test_apigee_api_hub_status_alias_redacts_adc_token,tests/test_apigee_api_hub_plan.py,test_apigee_api_hub_status_alias_redacts_adc_token,68,False,6,0,,/usr/bin/gcloud,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_apigee_api_hub_plan.py:68
tests/test_audit_contract.py::test_postgres_writer_persists_the_full_request_context,tests/test_audit_contract.py,test_postgres_writer_persists_the_full_request_context,92,False,5,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_audit_contract.py:92
tests/test_audit_contract.py::test_sensitive_read_contract_records_purpose_authorization_and_outputs,tests/test_audit_contract.py,test_sensitive_read_contract_records_purpose_authorization_and_outputs,51,False,4,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_audit_contract.py:51
tests/test_audit_contract.py::test_specialized_postgres_stores_do_not_bypass_the_unified_writer,tests/test_audit_contract.py,test_specialized_postgres_stores_do_not_bypass_the_unified_writer,146,False,2,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_audit_contract.py:146
tests/test_audit_contract.py::test_sqlite_store_persists_a_hash_chained_append_only_contract,tests/test_audit_contract.py,test_sqlite_store_persists_a_hash_chained_append_only_contract,75,False,5,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_audit_contract.py:75
tests/test_audit_contract.py::test_unified_audit_contract_covers_context_integrity_and_retention,tests/test_audit_contract.py,test_unified_audit_contract_covers_context_integrity_and_retention,15,False,7,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_audit_contract.py:15
tests/test_backup_restore_plan.py::test_backup_restore_plan_covers_critical_assets_without_sensitive_payloads,tests/test_backup_restore_plan.py,test_backup_restore_plan_covers_critical_assets_without_sensitive_payloads,19,False,15,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_backup_restore_plan.py:19
tests/test_backup_restore_plan.py::test_backup_restore_plan_has_quarterly_dr_exercise_and_success_criteria,tests/test_backup_restore_plan.py,test_backup_restore_plan_has_quarterly_dr_exercise_and_success_criteria,50,False,7,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_backup_restore_plan.py:50
tests/test_backup_restore_plan.py::test_backup_restore_plan_references_existing_local_validators,tests/test_backup_restore_plan.py,test_backup_restore_plan_references_existing_local_validators,66,False,4,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_backup_restore_plan.py:66
tests/test_bi_domain.py::test_bi_dataset_dashboard_export_journey,tests/test_bi_domain.py,test_bi_dataset_dashboard_export_journey,21,False,18,10,GET;POST,/actions/complete;/actions/publish;/actions/refresh;/events/outbox;/resources/dashboards;/resources/dashboards/;/resources/datasets;/resources/datasets/;/resources/exports;/resources/exports/,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_bi_domain.py:21
tests/test_bi_event_catalog.py::test_bi_catalog_declares_runtime_domain_events,tests/test_bi_event_catalog.py,test_bi_catalog_declares_runtime_domain_events,9,False,1,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_bi_event_catalog.py:9
tests/test_bpm_domain.py::test_bpm_sla_timer_escalation_and_completion_journey,tests/test_bpm_domain.py,test_bpm_sla_timer_escalation_and_completion_journey,21,False,12,6,GET;POST,/actions/complete;/actions/escalate;/events/outbox;/resources/sla_policies;/resources/tasks;/resources/tasks/;/resources/workflow_instances,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_bpm_domain.py:21
tests/test_branding_assets.py::test_app_brand_scopes_are_separated,tests/test_branding_assets.py,test_app_brand_scopes_are_separated,67,False,2,0,,,False,,não consta nos relatórios de execução,0,0,,tests/test_branding_assets.py:67
tests/test_branding_assets.py::test_brand_policy_requires_explicit_authorization_and_immediate_remediation,tests/test_branding_assets.py,test_brand_policy_requires_explicit_authorization_and_immediate_remediation,54,False,4,0,,,False,,não consta nos relatórios de execução,0,0,,tests/test_branding_assets.py:54
tests/test_branding_assets.py::test_reconstructed_logos_are_explicitly_forbidden,tests/test_branding_assets.py,test_reconstructed_logos_are_explicitly_forbidden,32,False,2,0,GET,,False,,não consta nos relatórios de execução,0,0,,tests/test_branding_assets.py:32
tests/test_branding_assets.py::test_riders_requires_original_binary_and_forbids_substitution,tests/test_branding_assets.py,test_riders_requires_original_binary_and_forbids_substitution,43,False,4,0,,,False,,não consta nos relatórios de execução,0,0,,tests/test_branding_assets.py:43
tests/test_branding_assets.py::test_versioned_official_brand_assets_are_declared_and_are_png,tests/test_branding_assets.py,test_versioned_official_brand_assets_are_declared_and_are_png,14,False,5,0,,,False,,não consta nos relatórios de execução,0,0,,tests/test_branding_assets.py:14
tests/test_business_event_catalog.py::test_business_catalog_declares_runtime_domain_events,tests/test_business_event_catalog.py,test_business_catalog_declares_runtime_domain_events,9,False,1,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_business_event_catalog.py:9
tests/test_business_jobs_journey.py::test_business_jobs_candidate_access_journey,tests/test_business_jobs_journey.py,test_business_jobs_candidate_access_journey,31,False,15,9,GET;POST,/actions/approve;/actions/publish;/recruiting/resumes/;/resources/applications;/resources/companies;/resources/companies/;/resources/job_postings;/resources/job_postings/;/resources/resumes;/vacancies,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_business_jobs_journey.py:31
tests/test_business_module_settings_backend.py::test_apply_and_patch_company_modules_endpoint,tests/test_business_module_settings_backend.py,test_apply_and_patch_company_modules_endpoint,35,False,9,2,PATCH;POST,/apply-recommendations;/business-modules/companies/;/modules/stock,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_business_module_settings_backend.py:35
tests/test_business_module_settings_backend.py::test_mandatory_module_cannot_be_hidden,tests/test_business_module_settings_backend.py,test_mandatory_module_cannot_be_hidden,81,False,2,1,PATCH;POST,/apply-recommendations;/business-modules/companies/;/modules/identity,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_business_module_settings_backend.py:81
tests/test_business_module_settings_backend.py::test_recommend_business_modules_for_ecommerce,tests/test_business_module_settings_backend.py,test_recommend_business_modules_for_ecommerce,12,False,8,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_business_module_settings_backend.py:12
tests/test_commercial_alerts.py::test_commercial_alert_expressions_reference_expected_signals,tests/test_commercial_alerts.py,test_commercial_alert_expressions_reference_expected_signals,46,False,5,0,,,False,,não consta nos relatórios de execução,0,0,,tests/test_commercial_alerts.py:46
tests/test_commercial_alerts.py::test_commercial_alerts_are_materialized_as_prometheus_rule_and_alertmanager_route,tests/test_commercial_alerts.py,test_commercial_alerts_are_materialized_as_prometheus_rule_and_alertmanager_route,56,False,9,0,,,False,,não consta nos relatórios de execução,0,0,,tests/test_commercial_alerts.py:56
tests/test_commercial_alerts.py::test_commercial_alerts_cover_conversion_support_reputation_and_dispute_backlog,tests/test_commercial_alerts.py,test_commercial_alerts_cover_conversion_support_reputation_and_dispute_backlog,25,False,4,0,,,False,,não consta nos relatórios de execução,0,0,,tests/test_commercial_alerts.py:25
tests/test_commercial_alerts.py::test_commercial_alerts_have_prometheus_expr_sla_and_evidence,tests/test_commercial_alerts.py,test_commercial_alerts_have_prometheus_expr_sla_and_evidence,34,False,6,0,,,False,,não consta nos relatórios de execução,0,0,,tests/test_commercial_alerts.py:34
tests/test_commercial_dashboard.py::test_commercial_dashboard_has_expected_identity_and_panels,tests/test_commercial_dashboard.py,test_commercial_dashboard_has_expected_identity_and_panels,41,False,8,0,,,False,,não consta nos relatórios de execução,0,0,,tests/test_commercial_dashboard.py:41
tests/test_commercial_dashboard.py::test_commercial_dashboard_is_materialized_as_kubernetes_configmap,tests/test_commercial_dashboard.py,test_commercial_dashboard_is_materialized_as_kubernetes_configmap,70,False,6,0,,,False,,não consta nos relatórios de execução,0,0,,tests/test_commercial_dashboard.py:70
tests/test_commercial_dashboard.py::test_commercial_dashboard_mentions_required_metrics,tests/test_commercial_dashboard.py,test_commercial_dashboard_mentions_required_metrics,56,False,1,0,GET,,False,,não consta nos relatórios de execução,0,0,,tests/test_commercial_dashboard.py:56
tests/test_compliance_matrix.py::test_compliance_matrix_covers_all_catalog_modules,tests/test_compliance_matrix.py,test_compliance_matrix_covers_all_catalog_modules,41,False,3,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_compliance_matrix.py:41
tests/test_compliance_matrix.py::test_compliance_matrix_has_required_fields_and_valid_risk,tests/test_compliance_matrix.py,test_compliance_matrix_has_required_fields_and_valid_risk,49,False,4,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_compliance_matrix.py:49
tests/test_compliance_matrix.py::test_critical_modules_require_stronger_production_gates,tests/test_compliance_matrix.py,test_critical_modules_require_stronger_production_gates,66,False,2,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_compliance_matrix.py:66
tests/test_compose_health_gate.py::test_compose_health_gate_accepts_env_file_and_project_name,tests/test_compose_health_gate.py,test_compose_health_gate_accepts_env_file_and_project_name,101,False,3,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_compose_health_gate.py:101
tests/test_compose_health_gate.py::test_compose_health_gate_can_fail_fast_on_occupied_ports,tests/test_compose_health_gate.py,test_compose_health_gate_can_fail_fast_on_occupied_ports,144,False,2,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_compose_health_gate.py:144
tests/test_compose_health_gate.py::test_compose_health_gate_compiles,tests/test_compose_health_gate.py,test_compose_health_gate_compiles,164,False,0,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_compose_health_gate.py:164
tests/test_compose_health_gate.py::test_compose_health_gate_reports_pending_services,tests/test_compose_health_gate.py,test_compose_health_gate_reports_pending_services,64,False,3,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_compose_health_gate.py:64
tests/test_compose_health_gate.py::test_compose_health_gate_times_out_docker_commands,tests/test_compose_health_gate.py,test_compose_health_gate_times_out_docker_commands,85,False,1,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_compose_health_gate.py:85
tests/test_compose_health_gate.py::test_compose_health_gate_tracks_primary_fastapi_services,tests/test_compose_health_gate.py,test_compose_health_gate_tracks_primary_fastapi_services,13,False,3,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_compose_health_gate.py:13
tests/test_compose_health_gate.py::test_compose_health_workflow_runs_python_gate_instead_of_sleep_only,tests/test_compose_health_gate.py,test_compose_health_workflow_runs_python_gate_instead_of_sleep_only,47,False,4,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_compose_health_gate.py:47
tests/test_compose_health_gate.py::test_compose_postgres_healthcheck_allows_cold_initdb,tests/test_compose_health_gate.py,test_compose_postgres_healthcheck_allows_cold_initdb,35,False,3,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_compose_health_gate.py:35
tests/test_correlation_id.py::test_invalid_correlation_id_is_rejected_before_mutation,tests/test_correlation_id.py,test_invalid_correlation_id_is_rejected_before_mutation,77,False,1,1,POST,/resources/delivery_requests,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_correlation_id.py:77
tests/test_correlation_id.py::test_mutation_outbox_uses_request_correlation_id,tests/test_correlation_id.py,test_mutation_outbox_uses_request_correlation_id,13,False,4,2,GET;POST,/events/outbox;/resources/orders,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_correlation_id.py:13
tests/test_correlation_id.py::test_mutation_without_header_generates_valid_correlation_id,tests/test_correlation_id.py,test_mutation_without_header_generates_valid_correlation_id,53,False,3,2,GET;POST,/events/outbox;/resources/providers,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_correlation_id.py:53
tests/test_crm_domain.py::test_crm_lead_opportunity_activity_and_campaign_journey,tests/test_crm_domain.py,test_crm_lead_opportunity_activity_and_campaign_journey,21,False,24,13,GET;POST,/actions/close;/actions/complete;/actions/launch;/actions/propose;/actions/qualify;/actions/win;/events/outbox;/resources/activities;/resources/activities/;/resources/campaigns;/resources/campaigns/;/resources/leads;/resources/leads/;/resources/opportunities;/resources/opportunities/,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_crm_domain.py:21
tests/test_data_agent_kit_runtime.py::test_runtime_status_reports_configured_timeout,tests/test_data_agent_kit_runtime.py,test_runtime_status_reports_configured_timeout,30,False,2,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_data_agent_kit_runtime.py:30
tests/test_data_agent_kit_runtime.py::test_runtime_status_tolerates_slow_gcloud,tests/test_data_agent_kit_runtime.py,test_runtime_status_tolerates_slow_gcloud,8,False,4,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_data_agent_kit_runtime.py:8
tests/test_data_subject_rights.py::test_data_subject_rights_match_lgpd_policy_and_catalog_modules,tests/test_data_subject_rights.py,test_data_subject_rights_match_lgpd_policy_and_catalog_modules,48,False,3,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_data_subject_rights.py:48
tests/test_data_subject_rights.py::test_each_right_has_sla_workflow_and_evidence,tests/test_data_subject_rights.py,test_each_right_has_sla_workflow_and_evidence,64,False,7,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_data_subject_rights.py:64
tests/test_data_subject_rights.py::test_module_coverage_declares_safe_handling_for_critical_data,tests/test_data_subject_rights.py,test_module_coverage_declares_safe_handling_for_critical_data,77,False,5,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_data_subject_rights.py:77
tests/test_data_subject_rights.py::test_sensitive_exports_are_blocked_by_default,tests/test_data_subject_rights.py,test_sensitive_exports_are_blocked_by_default,93,False,2,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_data_subject_rights.py:93
tests/test_docker_context_hygiene.py::test_compose_builds_from_repo_root_where_dockerignore_applies,tests/test_docker_context_hygiene.py,test_compose_builds_from_repo_root_where_dockerignore_applies,30,False,2,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_docker_context_hygiene.py:30
tests/test_docker_context_hygiene.py::test_dockerignore_keeps_runtime_build_context_small,tests/test_docker_context_hygiene.py,test_dockerignore_keeps_runtime_build_context_small,8,False,1,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_docker_context_hygiene.py:8
tests/test_docker_dx_policy.py::test_docker_dx_capability_probe_does_not_hang,tests/test_docker_dx_policy.py,test_docker_dx_capability_probe_does_not_hang,66,False,1,0,GET,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_docker_dx_policy.py:66
tests/test_docker_dx_policy.py::test_docker_dx_capability_probe_tolerates_slow_daemon,tests/test_docker_dx_policy.py,test_docker_dx_capability_probe_tolerates_slow_daemon,84,False,3,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_docker_dx_policy.py:84
tests/test_docker_dx_policy.py::test_docker_dx_context_hygiene_matches_dockerignore,tests/test_docker_dx_policy.py,test_docker_dx_context_hygiene_matches_dockerignore,44,False,1,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_docker_dx_policy.py:44
tests/test_docker_dx_policy.py::test_docker_dx_defaults_are_secret_safe_and_keep_google_off_locally,tests/test_docker_dx_policy.py,test_docker_dx_defaults_are_secret_safe_and_keep_google_off_locally,28,False,8,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_docker_dx_policy.py:28
tests/test_docker_dx_policy.py::test_docker_dx_policy_persists_expected_contract,tests/test_docker_dx_policy.py,test_docker_dx_policy_persists_expected_contract,17,False,6,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_docker_dx_policy.py:17
tests/test_docker_dx_policy.py::test_docker_dx_repairs_user_plugin_links_without_sudo,tests/test_docker_dx_policy.py,test_docker_dx_repairs_user_plugin_links_without_sudo,101,False,4,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_docker_dx_policy.py:101
tests/test_docker_dx_policy.py::test_docker_dx_script_check_is_idempotent,tests/test_docker_dx_policy.py,test_docker_dx_script_check_is_idempotent,54,False,1,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_docker_dx_policy.py:54
tests/test_document_domain.py::test_document_upload_and_version_use_private_storage_contract,tests/test_document_domain.py,test_document_upload_and_version_use_private_storage_contract,34,False,9,3,GET;POST,/events/outbox;/resources/documents;/resources/versions;/v1,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_document_domain.py:34
tests/test_domain_event_dispatch_matrix.py::test_domain_event_dispatch_matrix_publishes_minimal_payload,tests/test_domain_event_dispatch_matrix.py,test_domain_event_dispatch_matrix_publishes_minimal_payload,32,False,12,0,,,True,pytest.mark.parametrize,não consta nos relatórios de execução,0,0,,tests/test_domain_event_dispatch_matrix.py:32
tests/test_domain_event_fixtures.py::test_domain_event_fixtures_match_catalog_module_docs_and_global_contract,tests/test_domain_event_fixtures.py,test_domain_event_fixtures_match_catalog_module_docs_and_global_contract,25,False,25,0,GET,,False,,não consta nos relatórios de execução,0,0,,tests/test_domain_event_fixtures.py:25
tests/test_dynamic_forms_api.py::test_api_exige_ator_e_tenant,tests/test_dynamic_forms_api.py,test_api_exige_ator_e_tenant,76,False,2,2,GET,/catalog,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_dynamic_forms_api.py:76
tests/test_dynamic_forms_api.py::test_api_rejeita_tenant_divergente_do_contexto_empresarial,tests/test_dynamic_forms_api.py,test_api_rejeita_tenant_divergente_do_contexto_empresarial,82,False,2,1,GET,/catalog,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_dynamic_forms_api.py:82
tests/test_dynamic_forms_api.py::test_bindings_sao_consultados_apenas_por_ids_de_catalogo,tests/test_dynamic_forms_api.py,test_bindings_sao_consultados_apenas_por_ids_de_catalogo,110,False,2,1,GET,/catalog/bindings?catalog_ids=,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_dynamic_forms_api.py:110
tests/test_dynamic_forms_api.py::test_blueprint_tem_limites_pydantic_antes_do_store,tests/test_dynamic_forms_api.py,test_blueprint_tem_limites_pydantic_antes_do_store,142,False,1,1,PUT,/blueprint;/versions/,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_dynamic_forms_api.py:142
tests/test_dynamic_forms_api.py::test_catalogo_exige_role_e_escopo,tests/test_dynamic_forms_api.py,test_catalogo_exige_role_e_escopo,93,False,4,3,GET,/catalog;/catalog?domain=business,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_dynamic_forms_api.py:93
tests/test_dynamic_forms_api.py::test_criacao_exige_idempotencia_e_encaminha_tenant_autoritativo,tests/test_dynamic_forms_api.py,test_criacao_exige_idempotencia_e_encaminha_tenant_autoritativo,120,False,4,2,POST,/definitions,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_dynamic_forms_api.py:120
tests/test_dynamic_forms_api.py::test_homologacao_exige_mfa,tests/test_dynamic_forms_api.py,test_homologacao_exige_mfa,151,False,2,1,POST,/homologations/;/review,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_dynamic_forms_api.py:151
tests/test_dynamic_forms_api.py::test_publicacao_exige_role_escopo_mfa_e_idempotencia,tests/test_dynamic_forms_api.py,test_publicacao_exige_role_escopo_mfa_e_idempotencia,164,False,3,1,POST,/publish;/versions/,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_dynamic_forms_api.py:164
tests/test_dynamic_forms_api.py::test_usuario_pode_submeter_somente_com_escopo_e_idempotencia,tests/test_dynamic_forms_api.py,test_usuario_pode_submeter_somente_com_escopo_e_idempotencia,182,False,3,1,POST,/forms/;/submissions,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_dynamic_forms_api.py:182
tests/test_dynamic_forms_backend_contract.py::test_api_hub_e_compose_publicam_servico_sem_segredo_versionado,tests/test_dynamic_forms_backend_contract.py,test_api_hub_e_compose_publicam_servico_sem_segredo_versionado,42,False,4,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_dynamic_forms_backend_contract.py:42
tests/test_dynamic_forms_backend_contract.py::test_openapi_expoe_ciclo_governado_com_modelos_de_request,tests/test_dynamic_forms_backend_contract.py,test_openapi_expoe_ciclo_governado_com_modelos_de_request,8,False,2,0,GET,/catalog;/catalog/bindings;/definitions;/forms/{definition_id}/submissions;/homologations/{homologation_id}/review;/versions/{version_id}/blueprint;/versions/{version_id}/homologations;/versions/{version_id}/publish,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_dynamic_forms_backend_contract.py:8
tests/test_dynamic_forms_backend_contract.py::test_store_aplica_tenant_lock_idempotencia_evento_e_persistencia_normalizada,tests/test_dynamic_forms_backend_contract.py,test_store_aplica_tenant_lock_idempotencia_evento_e_persistencia_normalizada,27,False,7,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_dynamic_forms_backend_contract.py:27
tests/test_dynamic_forms_domain.py::test_blueprint_rejeita_binding_de_outro_campo,tests/test_dynamic_forms_domain.py,test_blueprint_rejeita_binding_de_outro_campo,127,False,0,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_dynamic_forms_domain.py:127
tests/test_dynamic_forms_domain.py::test_blueprint_rejeita_ciclo_de_blocos,tests/test_dynamic_forms_domain.py,test_blueprint_rejeita_ciclo_de_blocos,134,False,0,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_dynamic_forms_domain.py:134
tests/test_dynamic_forms_domain.py::test_blueprint_rejeita_codigo_e_destino_fisico,tests/test_dynamic_forms_domain.py,test_blueprint_rejeita_codigo_e_destino_fisico,110,False,0,0,,,True,pytest.mark.parametrize,aprovado,3,3,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_dynamic_forms_domain.py:110
tests/test_dynamic_forms_domain.py::test_blueprint_rejeita_componente_fora_da_allowlist,tests/test_dynamic_forms_domain.py,test_blueprint_rejeita_componente_fora_da_allowlist,146,False,0,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_dynamic_forms_domain.py:146
tests/test_dynamic_forms_domain.py::test_blueprint_rejeita_enfraquecimento_de_validacao_obrigatoria,tests/test_dynamic_forms_domain.py,test_blueprint_rejeita_enfraquecimento_de_validacao_obrigatoria,117,False,0,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_dynamic_forms_domain.py:117
tests/test_dynamic_forms_domain.py::test_blueprint_valido_produz_checksum_estavel,tests/test_dynamic_forms_domain.py,test_blueprint_valido_produz_checksum_estavel,93,False,2,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_dynamic_forms_domain.py:93
tests/test_dynamic_forms_domain.py::test_submissao_normaliza_por_catalogo_sem_destino_fisico,tests/test_dynamic_forms_domain.py,test_submissao_normaliza_por_catalogo_sem_destino_fisico,161,False,3,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_dynamic_forms_domain.py:161
tests/test_dynamic_forms_domain.py::test_submissao_rejeita_campo_nao_publicado_e_float_financeiro,tests/test_dynamic_forms_domain.py,test_submissao_rejeita_campo_nao_publicado_e_float_financeiro,199,False,0,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_dynamic_forms_domain.py:199
tests/test_dynamic_forms_domain.py::test_transicoes_impedem_publicacao_sem_aprovacao,tests/test_dynamic_forms_domain.py,test_transicoes_impedem_publicacao_sem_aprovacao,153,False,0,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_dynamic_forms_domain.py:153
tests/test_dynamic_forms_migration.py::test_dynamic_forms_migration_enforces_tenant_idempotency_and_review,tests/test_dynamic_forms_migration.py,test_dynamic_forms_migration_enforces_tenant_idempotency_and_review,35,False,7,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_dynamic_forms_migration.py:35
tests/test_dynamic_forms_migration.py::test_dynamic_forms_migration_forbids_executable_or_physical_bindings,tests/test_dynamic_forms_migration.py,test_dynamic_forms_migration_forbids_executable_or_physical_bindings,49,False,5,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_dynamic_forms_migration.py:49
