test_id,file,function,line,async,assertions,status_code_assertions,http_methods,endpoint_literals,parametrized,decorators,execution_status,execution_cases,passed_cases,execution_evidence,evidence
tests/test_jobs_postgres_integration.py::test_jobs_postgres_typed_store_and_private_ctps,tests/test_jobs_postgres_integration.py,test_jobs_postgres_typed_store_and_private_ctps,55,False,11,5,GET;POST,/actions/publish;/health;/imports/ctps-digital;/recruiting/resumes/;/resources/job_postings;/resources/job_postings/;/resources/resumes;/resumes/,False,,ignorado,1,0,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_jobs_postgres_integration.py:55
tests/test_legal_domain.py::test_legal_case_deadline_alert_and_completion_journey,tests/test_legal_domain.py,test_legal_case_deadline_alert_and_completion_journey,21,False,10,6,GET;POST,/actions/alert;/actions/complete;/events/outbox;/resources/cases;/resources/deadlines;/resources/deadlines/,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_legal_domain.py:21
tests/test_load_test_plan.py::test_load_test_plan_blocks_promotion_without_homologation_evidence,tests/test_load_test_plan.py,test_load_test_plan_blocks_promotion_without_homologation_evidence,63,False,5,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_load_test_plan.py:63
tests/test_load_test_plan.py::test_load_test_plan_covers_critical_journeys_with_evidence,tests/test_load_test_plan.py,test_load_test_plan_covers_critical_journeys_with_evidence,35,False,12,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_load_test_plan.py:35
tests/test_load_test_plan.py::test_load_test_plan_defines_safe_execution_policy_and_thresholds,tests/test_load_test_plan.py,test_load_test_plan_defines_safe_execution_policy_and_thresholds,20,False,10,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_load_test_plan.py:20
tests/test_marketplace_commercial_metrics.py::test_marketplace_metrics_expose_commercial_series,tests/test_marketplace_commercial_metrics.py,test_marketplace_metrics_expose_commercial_series,221,False,20,2,GET,/metrics;/valley/insights/commercial,False,,não consta nos relatórios de execução,0,0,,tests/test_marketplace_commercial_metrics.py:221
tests/test_marketplace_support_metrics.py::test_marketplace_opens_support_case_from_paid_order_and_exports_metrics,tests/test_marketplace_support_metrics.py,test_marketplace_opens_support_case_from_paid_order_and_exports_metrics,18,False,17,7,GET;POST,/actions/pay;/actions/publish;/resources/orders;/resources/orders/;/resources/reviews;/resources/reviews/;/support;/valley/insights/commercial;/valley/orders/,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_marketplace_support_metrics.py:18
tests/test_master_memo_completion_contract.py::test_catalogar_impostos_e_logs,tests/test_master_memo_completion_contract.py,test_catalogar_impostos_e_logs,65,False,5,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_master_memo_completion_contract.py:65
tests/test_master_memo_completion_contract.py::test_documentar_csv_json_erd_e_matrizes,tests/test_master_memo_completion_contract.py,test_documentar_csv_json_erd_e_matrizes,91,False,5,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_master_memo_completion_contract.py:91
tests/test_master_memo_completion_contract.py::test_mapear_ecossistema_e_fontes_de_verdade,tests/test_master_memo_completion_contract.py,test_mapear_ecossistema_e_fontes_de_verdade,33,False,5,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_master_memo_completion_contract.py:33
tests/test_master_memo_completion_contract.py::test_orientar_stitch_acessibilidade_integracao_e_criterios_de_aceite,tests/test_master_memo_completion_contract.py,test_orientar_stitch_acessibilidade_integracao_e_criterios_de_aceite,121,False,4,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_master_memo_completion_contract.py:121
tests/test_master_memo_completion_contract.py::test_orientar_stitch_coordenada_por_tela_validacoes_acoes,tests/test_master_memo_completion_contract.py,test_orientar_stitch_coordenada_por_tela_validacoes_acoes,102,False,4,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_master_memo_completion_contract.py:102
tests/test_master_memo_completion_contract.py::test_planejar_ordem_de_leitura_matriz_de_comparacao_prioridades_entregaveis_criterios_de_aceite,tests/test_master_memo_completion_contract.py,test_planejar_ordem_de_leitura_matriz_de_comparacao_prioridades_entregaveis_criterios_de_aceite,52,False,5,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_master_memo_completion_contract.py:52
tests/test_master_memo_completion_contract.py::test_todos_relacionamentos_descritos_no_dicionario_e_erd,tests/test_master_memo_completion_contract.py,test_todos_relacionamentos_descritos_no_dicionario_e_erd,15,False,5,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_master_memo_completion_contract.py:15
tests/test_master_memo_completion_contract.py::test_validar_integridade_e_regras,tests/test_master_memo_completion_contract.py,test_validar_integridade_e_regras,76,False,4,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_master_memo_completion_contract.py:76
tests/test_mongodb_contract.py::test_mongodb_contract_declares_expected_collections_and_retention,tests/test_mongodb_contract.py,test_mongodb_contract_declares_expected_collections_and_retention,27,False,3,0,GET,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_mongodb_contract.py:27
tests/test_mongodb_contract.py::test_mongodb_init_script_declares_all_contract_indexes,tests/test_mongodb_contract.py,test_mongodb_init_script_declares_all_contract_indexes,55,False,3,0,GET,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_mongodb_contract.py:55
tests/test_mongodb_contract.py::test_mongodb_init_script_matches_collection_contract,tests/test_mongodb_contract.py,test_mongodb_init_script_matches_collection_contract,45,False,2,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_mongodb_contract.py:45
tests/test_mongodb_contract.py::test_mongodb_sensitive_fields_are_documented_in_contract,tests/test_mongodb_contract.py,test_mongodb_sensitive_fields_are_documented_in_contract,70,False,2,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_mongodb_contract.py:70
tests/test_multi_agent_sync_guard.py::test_lock_blocks_a_second_agent,tests/test_multi_agent_sync_guard.py,test_lock_blocks_a_second_agent,11,False,1,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_multi_agent_sync_guard.py:11
tests/test_multi_agent_sync_guard.py::test_release_refuses_another_agent,tests/test_multi_agent_sync_guard.py,test_release_refuses_another_agent,40,False,1,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_multi_agent_sync_guard.py:40
tests/test_multi_agent_sync_guard.py::test_same_agent_renews_lock_from_another_process,tests/test_multi_agent_sync_guard.py,test_same_agent_renews_lock_from_another_process,52,False,2,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_multi_agent_sync_guard.py:52
tests/test_multi_agent_sync_guard.py::test_scoped_locks_allow_independent_activities,tests/test_multi_agent_sync_guard.py,test_scoped_locks_allow_independent_activities,64,False,1,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_multi_agent_sync_guard.py:64
tests/test_multi_agent_sync_guard.py::test_stale_lock_can_be_replaced,tests/test_multi_agent_sync_guard.py,test_stale_lock_can_be_replaced,22,False,2,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_multi_agent_sync_guard.py:22
tests/test_operational_journeys.py::test_delivery_quote_assignment_completion_journey,tests/test_operational_journeys.py,test_delivery_quote_assignment_completion_journey,19,False,17,8,DELETE;GET;POST,/actions/assign;/actions/complete;/actions/pickup;/events/outbox;/pod.aesgcm;/pricing/quote;/resources/delivery_requests;/resources/delivery_requests/;/resources/proofs;/resources/proofs/,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_operational_journeys.py:19
tests/test_operational_journeys.py::test_health_patient_appointment_access_journey,tests/test_operational_journeys.py,test_health_patient_appointment_access_journey,386,False,10,6,GET;POST,/actions/approve;/actions/complete;/resources/appointments;/resources/appointments/;/resources/patients;/resources/patients/,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_operational_journeys.py:386
tests/test_operational_journeys.py::test_mobility_fare_ride_and_ticket_journey,tests/test_operational_journeys.py,test_mobility_fare_ride_and_ticket_journey,261,False,18,9,GET;POST,/actions/accept;/actions/complete;/actions/use;/events/outbox;/pricing/fare;/resources/fare_rules;/resources/rides;/resources/rides/;/resources/routes;/resources/tickets;/resources/tickets/,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_operational_journeys.py:261
tests/test_operational_journeys.py::test_rider_onboarding_document_vehicle_journey,tests/test_operational_journeys.py,test_rider_onboarding_document_vehicle_journey,125,False,12,6,GET;POST,/actions/activate;/actions/approve;/actions/submit;/events/outbox;/resources/rider_profiles;/resources/rider_profiles/;/resources/vehicles,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_operational_journeys.py:125
tests/test_operational_journeys.py::test_services_provider_contract_completion_journey,tests/test_operational_journeys.py,test_services_provider_contract_completion_journey,191,False,11,6,GET;POST,/actions/accept;/actions/approve;/actions/complete;/events/outbox;/resources/providers;/resources/providers/;/resources/service_contracts;/resources/service_contracts/,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_operational_journeys.py:191
tests/test_operations_backup_dr.py::test_operations_runbook_covers_backup_restore_and_disaster_recovery,tests/test_operations_backup_dr.py,test_operations_runbook_covers_backup_restore_and_disaster_recovery,7,False,13,0,,,False,,não consta nos relatórios de execução,0,0,,tests/test_operations_backup_dr.py:7
tests/test_outbox_alerts.py::test_outbox_alert_expressions_reference_exported_metrics,tests/test_outbox_alerts.py,test_outbox_alert_expressions_reference_exported_metrics,56,False,5,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_outbox_alerts.py:56
tests/test_outbox_alerts.py::test_outbox_alerting_manifest_is_included_in_base_kustomization,tests/test_outbox_alerts.py,test_outbox_alerting_manifest_is_included_in_base_kustomization,92,False,1,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_outbox_alerts.py:92
tests/test_outbox_alerts.py::test_outbox_alerts_are_materialized_as_prometheus_rule_and_alertmanager_route,tests/test_outbox_alerts.py,test_outbox_alerts_are_materialized_as_prometheus_rule_and_alertmanager_route,75,False,8,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_outbox_alerts.py:75
tests/test_outbox_alerts.py::test_outbox_alerts_cover_backlog_staleness_failures_and_delivery_gap,tests/test_outbox_alerts.py,test_outbox_alerts_cover_backlog_staleness_failures_and_delivery_gap,35,False,4,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_outbox_alerts.py:35
tests/test_outbox_alerts.py::test_outbox_alerts_have_prometheus_expr_sla_and_evidence,tests/test_outbox_alerts.py,test_outbox_alerts_have_prometheus_expr_sla_and_evidence,44,False,6,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_outbox_alerts.py:44
tests/test_outbox_alerts.py::test_outbox_dashboard_covers_all_exported_operational_metrics,tests/test_outbox_alerts.py,test_outbox_dashboard_covers_all_exported_operational_metrics,100,False,9,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_outbox_alerts.py:100
tests/test_outbox_dashboard.py::test_outbox_dashboard_has_expected_identity_and_panels,tests/test_outbox_dashboard.py,test_outbox_dashboard_has_expected_identity_and_panels,38,False,7,0,,,False,,não consta nos relatórios de execução,0,0,,tests/test_outbox_dashboard.py:38
tests/test_outbox_dashboard.py::test_outbox_dashboard_is_materialized_as_kubernetes_configmap,tests/test_outbox_dashboard.py,test_outbox_dashboard_is_materialized_as_kubernetes_configmap,90,False,6,0,,,False,,não consta nos relatórios de execução,0,0,,tests/test_outbox_dashboard.py:90
tests/test_outbox_dashboard.py::test_outbox_dashboard_matches_worker_prometheus_metrics,tests/test_outbox_dashboard.py,test_outbox_dashboard_matches_worker_prometheus_metrics,66,False,2,0,GET,,False,,não consta nos relatórios de execução,0,0,,tests/test_outbox_dashboard.py:66
tests/test_outbox_dashboard.py::test_outbox_dashboard_mentions_required_metrics,tests/test_outbox_dashboard.py,test_outbox_dashboard_mentions_required_metrics,52,False,1,0,GET,,False,,não consta nos relatórios de execução,0,0,,tests/test_outbox_dashboard.py:52
tests/test_outbox_dispatcher_runtime_events.py::test_dispatcher_publishes_real_runtime_events_for_all_modules,tests/test_outbox_dispatcher_runtime_events.py,test_dispatcher_publishes_real_runtime_events_for_all_modules,369,False,12,0,,,False,pytest.mark.skipif,não consta nos relatórios de execução,0,0,,tests/test_outbox_dispatcher_runtime_events.py:369
tests/test_outbox_dispatcher_runtime_events.py::test_dispatcher_publishes_real_runtime_events_with_safe_payload,tests/test_outbox_dispatcher_runtime_events.py,test_dispatcher_publishes_real_runtime_events_with_safe_payload,277,False,14,0,GET,,False,,não consta nos relatórios de execução,0,0,,tests/test_outbox_dispatcher_runtime_events.py:277
tests/test_outbox_dispatcher_runtime_events.py::test_publication_message_masks_payment_refund_reason,tests/test_outbox_dispatcher_runtime_events.py,test_publication_message_masks_payment_refund_reason,325,False,3,0,,,False,,não consta nos relatórios de execução,0,0,,tests/test_outbox_dispatcher_runtime_events.py:325
tests/test_outbox_dispatcher_unit.py::test_business_catalog_offer_publication_uses_safe_payload,tests/test_outbox_dispatcher_unit.py,test_business_catalog_offer_publication_uses_safe_payload,244,False,6,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_outbox_dispatcher_unit.py:244
tests/test_outbox_dispatcher_unit.py::test_core_api_hub_publication_omits_secret_material,tests/test_outbox_dispatcher_unit.py,test_core_api_hub_publication_omits_secret_material,383,False,1,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_outbox_dispatcher_unit.py:383
tests/test_outbox_dispatcher_unit.py::test_core_business_publication_uses_minimal_safe_payload,tests/test_outbox_dispatcher_unit.py,test_core_business_publication_uses_minimal_safe_payload,337,False,1,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_outbox_dispatcher_unit.py:337
tests/test_outbox_dispatcher_unit.py::test_core_finance_publication_omits_balances_and_user_identifiers,tests/test_outbox_dispatcher_unit.py,test_core_finance_publication_omits_balances_and_user_identifiers,360,False,1,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_outbox_dispatcher_unit.py:360
tests/test_outbox_dispatcher_unit.py::test_core_logistics_publication_omits_location_payloads,tests/test_outbox_dispatcher_unit.py,test_core_logistics_publication_omits_location_payloads,409,False,2,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_outbox_dispatcher_unit.py:409
tests/test_outbox_dispatcher_unit.py::test_core_operations_publication_uses_safe_payloads,tests/test_outbox_dispatcher_unit.py,test_core_operations_publication_uses_safe_payloads,455,False,2,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_outbox_dispatcher_unit.py:455
tests/test_outbox_dispatcher_unit.py::test_jobs_document_publication_uses_safe_allowlist,tests/test_outbox_dispatcher_unit.py,test_jobs_document_publication_uses_safe_allowlist,49,False,3,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_outbox_dispatcher_unit.py:49
tests/test_outbox_dispatcher_unit.py::test_prometheus_metrics_exposes_outbox_operational_signals,tests/test_outbox_dispatcher_unit.py,test_prometheus_metrics_exposes_outbox_operational_signals,530,False,6,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_outbox_dispatcher_unit.py:530
tests/test_outbox_dispatcher_unit.py::test_retention_decision_publication_uses_safe_payload,tests/test_outbox_dispatcher_unit.py,test_retention_decision_publication_uses_safe_payload,303,False,5,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_outbox_dispatcher_unit.py:303
tests/test_outbox_dispatcher_unit.py::test_retry_observation_truncates_error_for_metadata,tests/test_outbox_dispatcher_unit.py,test_retry_observation_truncates_error_for_metadata,518,False,2,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_outbox_dispatcher_unit.py:518
tests/test_outbox_dispatcher_unit.py::test_retry_observation_uses_exponential_backoff_with_cap,tests/test_outbox_dispatcher_unit.py,test_retry_observation_uses_exponential_backoff_with_cap,492,False,8,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_outbox_dispatcher_unit.py:492
tests/test_outbox_dispatcher_unit.py::test_unknown_domain_publishes_no_unreviewed_payload,tests/test_outbox_dispatcher_unit.py,test_unknown_domain_publishes_no_unreviewed_payload,74,False,1,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_outbox_dispatcher_unit.py:74
tests/test_outbox_dispatcher_unit.py::test_valley_catalog_publication_uses_safe_payload,tests/test_outbox_dispatcher_unit.py,test_valley_catalog_publication_uses_safe_payload,182,False,9,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_outbox_dispatcher_unit.py:182
tests/test_outbox_dispatcher_unit.py::test_valley_discount_publication_uses_progressive_discount_allowlist,tests/test_outbox_dispatcher_unit.py,test_valley_discount_publication_uses_progressive_discount_allowlist,152,False,5,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_outbox_dispatcher_unit.py:152
tests/test_outbox_dispatcher_unit.py::test_valley_gold_ledger_publication_uses_safe_payload,tests/test_outbox_dispatcher_unit.py,test_valley_gold_ledger_publication_uses_safe_payload,123,False,5,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_outbox_dispatcher_unit.py:123
tests/test_outbox_dispatcher_unit.py::test_valley_pepita_publication_notifies_consumer_with_safe_payload,tests/test_outbox_dispatcher_unit.py,test_valley_pepita_publication_notifies_consumer_with_safe_payload,91,False,6,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_outbox_dispatcher_unit.py:91
tests/test_outbox_dispatcher_unit.py::test_versioned_envelope_preserves_contract_and_safe_payload,tests/test_outbox_dispatcher_unit.py,test_versioned_envelope_preserves_contract_and_safe_payload,13,False,5,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_outbox_dispatcher_unit.py:13
tests/test_outbox_rabbitmq_integration.py::test_dispatcher_leaves_failed_event_pending_for_retry,tests/test_outbox_rabbitmq_integration.py,test_dispatcher_leaves_failed_event_pending_for_retry,92,False,3,0,,,False,,ignorado,1,0,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_outbox_rabbitmq_integration.py:92
tests/test_outbox_rabbitmq_integration.py::test_dispatcher_publishes_minimized_payload_once_and_records_delivery,tests/test_outbox_rabbitmq_integration.py,test_dispatcher_publishes_minimized_payload_once_and_records_delivery,32,False,9,0,,,False,,ignorado,1,0,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_outbox_rabbitmq_integration.py:32
tests/test_outbox_runbook.py::test_outbox_alerts_point_to_actionable_runbook,tests/test_outbox_runbook.py,test_outbox_alerts_point_to_actionable_runbook,9,False,3,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_outbox_runbook.py:9
tests/test_outbox_runbook.py::test_outbox_runbook_preserves_sensitive_payload_boundary,tests/test_outbox_runbook.py,test_outbox_runbook_preserves_sensitive_payload_boundary,21,False,4,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_outbox_runbook.py:21
tests/test_permissions_enforcement_matrix.py::test_domain_endpoint_denies_third_party_finance_read,tests/test_permissions_enforcement_matrix.py,test_domain_endpoint_denies_third_party_finance_read,177,False,3,3,GET;POST,/resources/wallets;/resources/wallets/,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_permissions_enforcement_matrix.py:177
tests/test_permissions_enforcement_matrix.py::test_domain_endpoint_denies_third_party_identity_read,tests/test_permissions_enforcement_matrix.py,test_domain_endpoint_denies_third_party_identity_read,232,False,3,3,GET;POST,/resources/users;/resources/users/,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_permissions_enforcement_matrix.py:232
tests/test_permissions_enforcement_matrix.py::test_domain_endpoint_denies_third_party_non_sensitive_read,tests/test_permissions_enforcement_matrix.py,test_domain_endpoint_denies_third_party_non_sensitive_read,202,False,3,3,GET;POST,/resources/branches;/resources/branches/,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_permissions_enforcement_matrix.py:202
tests/test_permissions_enforcement_matrix.py::test_domain_endpoint_uses_medical_roles_for_health_sensitive_read,tests/test_permissions_enforcement_matrix.py,test_domain_endpoint_uses_medical_roles_for_health_sensitive_read,264,False,8,4,GET;POST,/audit/events;/resources/patients;/resources/patients/,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_permissions_enforcement_matrix.py:264
tests/test_permissions_enforcement_matrix.py::test_permissions_approval_limits_require_mfa_for_write,tests/test_permissions_enforcement_matrix.py,test_permissions_approval_limits_require_mfa_for_write,158,False,2,2,POST,/resources/approval_limits,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_permissions_enforcement_matrix.py:158
tests/test_permissions_enforcement_matrix.py::test_permissions_enforcement_matrix_matches_runtime_constants,tests/test_permissions_enforcement_matrix.py,test_permissions_enforcement_matrix_matches_runtime_constants,72,False,9,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_permissions_enforcement_matrix.py:72
tests/test_permissions_enforcement_matrix.py::test_permissions_matrix_links_domain_consumers_to_sensitive_runtime,tests/test_permissions_enforcement_matrix.py,test_permissions_matrix_links_domain_consumers_to_sensitive_runtime,88,False,12,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_permissions_enforcement_matrix.py:88
tests/test_permissions_enforcement_matrix.py::test_permissions_runtime_allows_auditor_read_but_denies_write,tests/test_permissions_enforcement_matrix.py,test_permissions_runtime_allows_auditor_read_but_denies_write,136,False,3,3,GET;POST,/resources/roles,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_permissions_enforcement_matrix.py:136
tests/test_permissions_enforcement_matrix.py::test_permissions_runtime_denies_common_user_role_management,tests/test_permissions_enforcement_matrix.py,test_permissions_runtime_denies_common_user_role_management,121,False,2,2,GET;POST,/resources/roles,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_permissions_enforcement_matrix.py:121
tests/test_permissions_event_mapping.py::test_permissions_create_events_are_business_facing,tests/test_permissions_event_mapping.py,test_permissions_create_events_are_business_facing,4,False,2,0,,,False,,não consta nos relatórios de execução,0,0,,tests/test_permissions_event_mapping.py:4
tests/test_play_integrity_route_enforcement.py::test_login_rejects_before_authentication_when_integrity_fails,tests/test_play_integrity_route_enforcement.py,test_login_rejects_before_authentication_when_integrity_fails,19,False,4,1,POST,/auth/login,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_play_integrity_route_enforcement.py:19
tests/test_play_integrity_route_enforcement.py::test_login_route_forwards_opaque_token_and_exact_body_to_verifier,tests/test_play_integrity_route_enforcement.py,test_login_route_forwards_opaque_token_and_exact_body_to_verifier,39,False,3,1,POST,/auth/login,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_play_integrity_route_enforcement.py:39
tests/test_play_integrity_server.py::test_missing_token_is_fail_closed_only_when_enforced,tests/test_play_integrity_server.py,test_missing_token_is_fail_closed_only_when_enforced,125,False,2,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_play_integrity_server.py:125
tests/test_play_integrity_server.py::test_untrusted_verdicts_are_rejected,tests/test_play_integrity_server.py,test_untrusted_verdicts_are_rejected,120,False,0,0,,,True,pytest.mark.parametrize,aprovado,6,6,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_play_integrity_server.py:120
tests/test_play_integrity_server.py::test_valid_verdict_is_bound_to_raw_request_and_release_certificate,tests/test_play_integrity_server.py,test_valid_verdict_is_bound_to_raw_request_and_release_certificate,58,False,3,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_play_integrity_server.py:58
tests/test_postgres_contract_static.py::test_identity_priority_store_phone_does_not_collide_with_dsn_validator,tests/test_postgres_contract_static.py,test_identity_priority_store_phone_does_not_collide_with_dsn_validator,128,False,1,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_postgres_contract_static.py:128
tests/test_postgres_contract_static.py::test_operational_user_references_do_not_become_audit_entity_ids,tests/test_postgres_contract_static.py,test_operational_user_references_do_not_become_audit_entity_ids,88,False,3,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_postgres_contract_static.py:88
tests/test_postgres_contract_static.py::test_postgres_contract_required_indexes_exist_in_migrations,tests/test_postgres_contract_static.py,test_postgres_contract_required_indexes_exist_in_migrations,50,False,1,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_postgres_contract_static.py:50
tests/test_postgres_contract_static.py::test_postgres_contract_required_tables_exist_in_migrations,tests/test_postgres_contract_static.py,test_postgres_contract_required_tables_exist_in_migrations,25,False,1,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_postgres_contract_static.py:25
tests/test_postgres_contract_static.py::test_postgres_contract_required_triggers_exist_in_migrations,tests/test_postgres_contract_static.py,test_postgres_contract_required_triggers_exist_in_migrations,37,False,1,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_postgres_contract_static.py:37
tests/test_postgres_contract_static.py::test_postgres_priority_store_event_prefix_aliases_are_documented,tests/test_postgres_contract_static.py,test_postgres_priority_store_event_prefix_aliases_are_documented,65,False,1,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_postgres_contract_static.py:65
tests/test_postgres_contract_static.py::test_user_reference_columns_are_not_treated_as_business_entities,tests/test_postgres_contract_static.py,test_user_reference_columns_are_not_treated_as_business_entities,71,False,1,0,,,False,,aprovado,1,1,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_postgres_contract_static.py:71
tests/test_postgres_migrations_smoke.py::test_postgres_migrations_apply_cleanly_on_fresh_database,tests/test_postgres_migrations_smoke.py,test_postgres_migrations_apply_cleanly_on_fresh_database,153,False,4,0,,/all_in_one,False,pytest.mark.skipif,ignorado,1,0,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_postgres_migrations_smoke.py:153
tests/test_postgres_priority_stores_integration.py::test_ai_core_memory_create_update_and_soft_delete,tests/test_postgres_priority_stores_integration.py,test_ai_core_memory_create_update_and_soft_delete,1000,False,5,0,GET,,False,,ignorado,1,0,docs/data-audit/artifacts/pytest_unit_results.xml,tests/test_postgres_priority_stores_integration.py:1000
